what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237758678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237758881
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237773225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237774627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237774840
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1561237805754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237830805
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237831028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237832562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237832755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237832958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237833152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237837850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237838058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237838261
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237838458
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237838759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1561237843351
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1561237843717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561237847638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1561237873299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561237874223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561238147822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561238205417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561238207794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561238237996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561238238667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1561238248775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1561238262225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561238263535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561239253494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561239261499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561239814348
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1561239840599
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1561239856466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561239867636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561239868603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561239874525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561239997761
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1561240001022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240006721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240008174
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1561240012715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1561240018749
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1561240019186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1561240019968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1561240020517
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1561240033876
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1561240035714
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1561240055260
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561240066790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1561240078584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1561240085218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1561240088682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1561240093873
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1561240095803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561240125883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240161733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240348674
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1561240372974
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1561240373182
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1561240373360
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1561240401255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1561240412969
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1561240441880
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1561240450891
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1561240456371
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1561240459313
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1561240460157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240475932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240476897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240483186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240614700
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1561240614736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240629349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240637171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240647096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240655596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240657742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240660170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240676130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240676864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240698337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240731231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1561240762387
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1561240804506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1561240807197
error,log,,,"Error in CDT UI during reconcile",1561240807299
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1561240809346
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1561240809656
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1561240819027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240825653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240830379
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240832457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240833762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240840721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561240964828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561241037900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1561242476476
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1561242476504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561242478707
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561242478880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1561242479074
